date,title,sentence,sentiment
2012-03-08,기자간담회자료(1203)(최종),"금융통화위원회는 앞으로 국내외 금융․경제의 위험요인을 면밀하게 점검하고 인플레이션 기대심리를 낮추도록 노력하면서, 견실한 경제 성장이 지속되는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표의 중심선에서 안정되도록 통화정책을 운용해 나갈 것이다",neutral
2012-04-13,기자간담회자료(1204)(최종),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(3.25%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2012-04-13,기자간담회자료(1204)(최종),"세계경제를 보면, 미국은 일부 경제지표가 더 개선되는 추세를 보였으나 유로지역에서는 경제활동이 계속 부진하였다",neutral
2012-04-13,기자간담회자료(1204)(최종),신흥시장국 경제의 성장세는 수출 둔화 등으로 약화되는 모습을 이어갔다,dovish
2012-04-13,기자간담회자료(1204)(최종),"앞으로 세계경제의 회복세는 완만할 것으로 예상되며 유럽지역의 국가채무문제, 중동지역 지정학적 리스크 등의 위험요인이 상존하고 있다",neutral
2012-04-13,기자간담회자료(1204)(최종),"국내경제를 보면, 수출증가세가 둔화되었으나 소비와 건설투자가 증가하면서 성장세가 완만하게 회복되는 조짐을 보였다",hawkish
2012-04-13,기자간담회자료(1204)(최종),고용 면에서는 민간부문을 중심으로 취업자수의 증가세가 지속되고 있다,hawkish
2012-04-13,기자간담회자료(1204)(최종),3월중 소비자물가 상승률은 정부의 보육료 지원 및 무상급식 확대 등의 영향으로 2.6%로 낮아졌고 근원인플레이션율도 전월보다 하락하였다,dovish
2012-04-13,기자간담회자료(1204)(최종),"그러나 높게 유지되고 있는 인플레이션 기대심리, 중동지역 지정학적 리스크 등이 불안요인으로 잠재해 있다",hawkish
2012-04-13,기자간담회자료(1204)(최종),"주택시장을 보면, 매매가격은 수도권에서는 하락세를, 지방에서는 상승세를 지속하였으며, 전세가격은 수도권과 지방 모두 오름세가 유지되었다",neutral
2012-04-13,기자간담회자료(1204)(최종),금융시장에서는 가격변수가 주요국 경기 및 국제금융시장 상황 등에 영향을 받으면서 등락을 보이다가 주가는 하락하였고 환율은 상승하였다,neutral
2012-04-13,기자간담회자료(1204)(최종),장기시장금리는 상승세를 지속하여 장단기금리 역전 현상이 완화되었다,hawkish
2012-04-13,기자간담회자료(1204)(최종),"금융통화위원회는 앞으로 국내외 금융․경제의 위험요인을 면밀하게 점검하고 인플레이션 기대심리를 낮추도록 노력하면서, 견실한 경제 성장이 지속되는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표의 중심선에서 안정되도록 통화정책을 운용해 나갈 것이다",neutral
2012-05-10,기자간담회자료(1205)(최종),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(3.25%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2012-05-10,기자간담회자료(1205)(최종),"세계경제를 보면, 미국은 일부 경제지표가 개선추세를 지속하였으나 유로지역에서는 경제활동이 계속 부진하였다",dovish
2012-05-10,기자간담회자료(1205)(최종),신흥시장국 경제의 성장세는 수출 둔화 등으로 약화되는 모습을 이어갔다,dovish
2012-05-10,기자간담회자료(1205)(최종),"앞으로 세계경제는 완만하나마 회복세를 지속할 것으로 예상되며 유럽지역의 정치적 불확실성 증대에 따른 국가채무문제 재부각 및 경기부진 심화, 중동지역 지정학적 리스크 등의 위험요인이 상존하고 있다",neutral
2012-05-10,기자간담회자료(1205)(최종),"국내경제를 보면, 수출은 대체로 견조한 수준을 유지하는 가운데  소비와 투자가 감소하면서 성장세의 회복이 주춤하였다",dovish
2012-05-10,기자간담회자료(1205)(최종),고용 면에서는 민간부문을 중심으로 취업자수의 증가세가 지속되고 있다,hawkish
2012-05-10,기자간담회자료(1205)(최종),4월중 소비자물가 상승률은 2.5%로 낮아졌고 근원인플레이션율도 전월보다 하락하였다,dovish
2012-05-10,기자간담회자료(1205)(최종),"그러나 높게 유지되고 있는 인플레이션 기대심리, 중동지역 지정학적 리스크 등이 불안요인으로 잠재해 있다",hawkish
2012-05-10,기자간담회자료(1205)(최종),"주택시장을 보면, 수도권에서 매매가격의 하락세가 소폭 확대되고 전세가격의 상승폭이 축소되었으나 지방에서는 매매가격과 전세가격이 전월과 비슷한 높은 오름세를 지속하였다",neutral
2012-05-10,기자간담회자료(1205)(최종),금융시장에서는 가격변수가 주로 국제금융시장 상황 및 주요국 경기지표에 따라 변동하면서 주가와 장기시장금리는 하락하였으며 환율은 상승하였다,neutral
2012-05-10,기자간담회자료(1205)(최종),"금융통화위원회는 앞으로 국내외 금융․경제의 위험요인을 면밀하게 점검하고 인플레이션 기대심리를 낮추도록 노력하면서, 견실한 경제 성장이 지속되는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표의 중심선에서 안정되도록 통화정책을 운용해 나갈 것이다",neutral
2012-06-08,기자간담회자료(1206)(최종),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(3.25%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2012-06-08,기자간담회자료(1206)(최종),"세계경제를 보면, 미국은 일부 경제지표의 개선추세가 주춤하는 모습을 보였으며 유로지역에서는 경제활동이 계속 부진하였다",dovish
2012-06-08,기자간담회자료(1206)(최종),신흥시장국 경제의 성장세는 수출 둔화 등으로 약화추세를 이어가고 있다,dovish
2012-06-08,기자간담회자료(1206)(최종),앞으로 세계경제는 완만하나마 회복세를 지속할 것으로 예상되나 유로지역 리스크에 따른 국제금융시장 불안 및 주요국 경제의 부진 가능성 등으로 성장의 하방위험이 더 커지고 있는 것으로 판단된다,dovish
2012-06-08,기자간담회자료(1206)(최종),"국내경제를 보면, 수출이 대체로 전년도 수준을 유지하는 가운데 소비와 설비투자가 소폭 증가로 전환하면서 미약하나마 성장세는 이어지고 있다",neutral
2012-06-08,기자간담회자료(1206)(최종),고용 면에서는 민간부문을 중심으로 취업자수의 증가세가 지속되고 있다,hawkish
2012-06-08,기자간담회자료(1206)(최종),5월중 소비자물가 상승률은 2%대 중반 수준을 지속하였고 근원인플레이션율은 전월보다 하락하였다,neutral
2012-06-08,기자간담회자료(1206)(최종),"그러나 공공요금 인상압력, 높게 유지되고 있는 인플레이션 기대심리 등이 불안요인으로 잠재해 있다",hawkish
2012-06-08,기자간담회자료(1206)(최종),"주택시장을 보면, 수도권에서는 매매가격이 약세를 지속하고 전세가격은 상승세를 멈추었다",dovish
2012-06-08,기자간담회자료(1206)(최종),지방에서는 매매가격과 전세가격의 오름세가 모두 둔화되었다,dovish
2012-06-08,기자간담회자료(1206)(최종),금융시장에서는 국제금융시장 불안 지속과 위험회피성향 강화 등으로 주가가 큰 폭 하락하고 장기시장금리도 하락하였으며 환율은 크게 상승하였다,dovish
2012-06-08,기자간담회자료(1206)(최종),"금융통화위원회는 앞으로 해외 위험요인 및 이에 따른 국내 금융․경제상황 변화를 면밀하게 점검하고 인플레이션 기대심리를 낮추도록 노력하면서, 견실한 경제성장이 지속되는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표의 중심선에서 안정되도록 통화정책을 운용해 나갈 것이다",neutral
2012-07-12,기자간담회자료(1207)(최종),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 3.25%에서 3.00%로 하향 조정하여 통화정책을 운용하기로 하였다,dovish
2012-07-12,기자간담회자료(1207)(최종),"세계경제를 보면, 미국은 일부 경제지표가 악화되는 모습을 보였으며 유로지역에서는 경제활동의 부진이 심화되었다",dovish
2012-07-12,기자간담회자료(1207)(최종),신흥시장국의 성장세도 수출 부진 등으로 계속 둔화되었다,dovish
2012-07-12,기자간담회자료(1207)(최종),"앞으로 세계경제의 회복세는 당초 예상보다 완만할 것으로 예상되며 유로지역 재정위기를 둘러싼 높은 불확실성, 국제금융시장 불안 및 주요국 경제의 부진 가능성 등으로 성장의 하방위험이 더욱 커지고 있는 것으로 판단된다",dovish
2012-07-12,기자간담회자료(1207)(최종),"국내경제를 보면, 수출과 내수의 증가율이 낮은 수준에 머물면서 성장세가 당초 예상보다 부진하였다",dovish
2012-07-12,기자간담회자료(1207)(최종),"고용 면에서는 고령층, 서비스업을 중심으로 취업자수의 증가세가 지속되고 있다",hawkish
2012-07-12,기자간담회자료(1207)(최종),6월중 소비자물가 상승률은 2.2%로 낮아졌고 근원인플레이션율도 소폭 하락하였다,dovish
2012-07-12,기자간담회자료(1207)(최종),앞으로 물가상승률은 공공요금 인상압력 등에도 불구하고 당분간 물가안정목표의 중심선 아래에 머물 것으로 전망된다,dovish
2012-07-12,기자간담회자료(1207)(최종),"주택시장을 보면, 수도권에서는 매매가격이 약세를 지속하였고 전세가격은 전월 수준을 유지하였다",dovish
2012-07-12,기자간담회자료(1207)(최종),지방에서는 매매가격과 전세가격의 오름세가 모두 둔화되었다,dovish
2012-07-12,기자간담회자료(1207)(최종),금융시장에서는 국제금융시장 불안이 완화되면서 환율이 큰 폭으로 하락하였으며 주가와 장기시장금리는 국내외 경기회복 기대 약화 등이 작용하여 소폭 하락하였다,dovish
2012-07-12,기자간담회자료(1207)(최종),"금융통화위원회는 앞으로 해외 위험요인 및 이에 따른 국내외 금융 ․ 경제상황 변화를 면밀하게 점검하는 한편, 인플레이션 기대심리를 낮추도록 계속 노력하면서 견실한 경제성장이 지속되는 가운데 중기적 시계에서 소비자물가상승률이 물가안정목표의 중심선에서 안정되도록 통화정책을 운용해 나갈 것이다",neutral
2012-08-09,기자간담회자료(1208)(최종),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(3.00%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2012-08-09,기자간담회자료(1208)(최종),"세계경제를 보면, 미국은 경기회복세가 다소 약화되는 모습을 보였으며 유로지역에서는 경제활동의 부진이 심화되었다",dovish
2012-08-09,기자간담회자료(1208)(최종),신흥시장국도 선진국 경기부진의 영향 등으로 성장세가 계속 둔화되었다,dovish
2012-08-09,기자간담회자료(1208)(최종),앞으로도 유로지역 재정위기 및 국제금융시장의 불확실성이 지속되면서 세계경제의 회복세는 매우 완만할 것으로 예상된다,dovish
2012-08-09,기자간담회자료(1208)(최종),"국내경제를 보면, 경상수지의 흑자가 유지되는 가운데 수출과 내수의 부진으로 성장세가 둔화되었다",dovish
2012-08-09,기자간담회자료(1208)(최종),"고용 면에서는 고령층, 서비스업을 중심으로 취업자수의 증가세가 지속되고 있다",hawkish
2012-08-09,기자간담회자료(1208)(최종),"앞으로 국내경제는 유로지역 리스크 증대, 주요 교역상대국 경제의 부진 등으로 GDP갭이 상당기간 마이너스를 지속할 것으로 예상된다",dovish
2012-08-09,기자간담회자료(1208)(최종),7월중 소비자물가 상승률은 국제유가 안정세 유지 및 양호한 기상여건 등으로 1.5%로 낮게 나타났고 근원인플레이션율도 크게 낮은 수준을 보였다,dovish
2012-08-09,기자간담회자료(1208)(최종),"앞으로 물가상승률은 공공요금 인상압력, 국제곡물가격 불안 등에도 불구하고 당분간 낮은 수준에 머물 것으로 전망된다",dovish
2012-08-09,기자간담회자료(1208)(최종),주택매매가격은 수도권에서는 하락폭이 확대되었고 지방에서는 상승세가 둔화되었다,dovish
2012-08-09,기자간담회자료(1208)(최종),금융시장에서는 가격변수가 주로 국제금융시장 상황 변화 및 국내외 경제전망 수정의 영향을 받아 등락을 보였으며 주가는 상승하였고 환율은 하락하였다,neutral
2012-08-09,기자간담회자료(1208)(최종),장기시장금리는 경기둔화 및 금리인하의 영향 등으로 큰 폭 하락하였다,dovish
2012-08-09,기자간담회자료(1208)(최종),"금융통화위원회는 앞으로 해외 위험요인 및 이에 따른 국내외 금융․경제상황 변화를 면밀하게 점검하는 한편, 인플레이션 기대심리를 낮추도록 계속 노력하면서 견실한 경제성장이 지속되는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 내에서 안정되도록 통화정책을 운용해 나갈 것이다",neutral
2012-09-13,기자간담회자료(1209)(최종),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(3.00%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2012-09-13,기자간담회자료(1209)(최종),"세계경제를 보면, 미국은 경기회복세가 다소 약화되었고 유로지역에서는 경제활동의 부진이 심화되었다",dovish
2012-09-13,기자간담회자료(1209)(최종),신흥시장국도 선진국 경기부진의 영향 등으로 성장세가 계속 둔화되었다,dovish
2012-09-13,기자간담회자료(1209)(최종),앞으로 세계경제는 회복세가 매우 완만할 것으로 예상되며 유로지역 재정위기의 실물경제 파급 및 미국의 급격한 재정긴축 현실화 가능성 등으로 성장의 하방위험이 큰 것으로 판단된다,dovish
2012-09-13,기자간담회자료(1209)(최종),"국내경제를 보면, 내수가 개선과 악화를 반복하고 수출이 감소추세를 보임에 따라 성장세가 미약하였다",dovish
2012-09-13,기자간담회자료(1209)(최종),고용 면에서는 취업자수가 고령층 및 서비스업 중심의 증가세를 이어가는 가운데 제조업에서도 증가폭이 확대되었다,hawkish
2012-09-13,기자간담회자료(1209)(최종),"앞으로 국내경제는 유로지역 재정위기의 장기화, 글로벌 경제의 부진 등으로 마이너스의 GDP갭이 상당기간 지속될 것으로 예상된다",dovish
2012-09-13,기자간담회자료(1209)(최종),"8월중 소비자물가 상승률은 기저효과, 수요압력 완화 등으로 1.2%로 낮게 나타났고 농산물 및 석유류 제외 근원인플레이션율도 1.3%의 낮은 수준을 지속하였다",dovish
2012-09-13,기자간담회자료(1209)(최종),"앞으로 물가상승률은 태풍피해, 국제유가 및 곡물가격 불안 등의 영향으로 높아지겠으나 당분간 물가안정목표의 중심선(3.0%) 아래에 머물 것으로 전망된다",neutral
2012-09-13,기자간담회자료(1209)(최종),주택매매가격은 수도권에서는 하락세를 지속하였고 지방에서는 대체로 전월 수준에서 안정되었다,neutral
2012-09-13,기자간담회자료(1209)(최종),"금융시장에서는 가격변수가 국제금융시장 상황, 국내 경기전망 및 통화정책에 대한 기대 등에 따라 등락하면서 주가는 상승하였고 장기시장금리는 소폭 하락하였으며 환율은 비교적 좁은 범위 내에서 변동하였다",neutral
2012-09-13,기자간담회자료(1209)(최종),"금융통화위원회는 앞으로 해외 위험요인 및 이에 따른 국내외 금융․경제상황 변화를 면밀하게 점검하는 한편, 인플레이션 기대심리를 낮추도록 계속 노력하면서 성장잠재력이 훼손되지 않는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 내에서 안정되도록 통화정책을 운용해 나갈 것이다",neutral
2012-10-11,기자간담회자료(1210),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 3.00%에서 2.75%로 하향 조정하여 통화정책을 운용하기로 하였다,dovish
2012-10-11,기자간담회자료(1210),"세계경제를 보면, 미국은 완만하나마 경기회복세가 이어졌으나 유로지역에서는 경제활동의 부진이 심화되었다",neutral
2012-10-11,기자간담회자료(1210),신흥시장국도 선진국 경기부진의 영향 등으로 성장세가 계속 둔화되었다,dovish
2012-10-11,기자간담회자료(1210),앞으로 세계경제는 회복세가 매우 완만할 것으로 예상되며 유로지역 재정위기의 실물경제 파급 및 미국의 급격한 재정긴축 현실화 가능성 등으로 성장의 하방위험이 큰 것으로 판단된다,dovish
2012-10-11,기자간담회자료(1210),"국내경제를 보면, 수출과 내수가 동반 부진함에 따라 성장세가 미약하였다",dovish
2012-10-11,기자간담회자료(1210),고용 면에서는 취업자수가 고령층 및 서비스업 중심의 증가세를 이어가는 가운데 제조업에서도 증가폭이 확대되었다,hawkish
2012-10-11,기자간담회자료(1210),"앞으로 국내경제는 유로지역 재정위기의 장기화, 글로벌 경제의 부진 지속 등으로 마이너스의 GDP갭이 상당기간 지속될 것으로 예상된다",dovish
2012-10-11,기자간담회자료(1210),"9월중 소비자물가 상승률과 농산물 및 석유류 제외 근원인플레이션율은 각각 2.0%, 1.4%의 낮은 수준을 지속하였다",dovish
2012-10-11,기자간담회자료(1210),앞으로 물가상승률은 국제곡물가격 불안 등의 영향에도 불구하고 수요압력 완화 등으로 당분간 물가안정목표의 중심선(3.0%) 아래에 머물 것으로 전망된다,dovish
2012-10-11,기자간담회자료(1210),주택매매가격은 수도권에서는 하락세가 소폭 확대되었고 지방에서는 대체로 전월 수준에서 안정되었다,neutral
2012-10-11,기자간담회자료(1210),금융시장에서는 주요 선진국의 추가 양적완화정책에 따른 국제금융시장 상황 개선 및 외국인 증권투자자금 유입 등으로 주가는 상승하였고 환율은 하락하였다,neutral
2012-10-11,기자간담회자료(1210),장기시장금리는 경기둔화 우려 등으로 소폭 하락하였다,dovish
2012-10-11,기자간담회자료(1210),"금융통화위원회는 앞으로 해외 위험요인 및 이에 따른 국내외 금융․경제상황 변화를 면밀하게 점검하는 한편, 인플레이션 기대심리를 낮추도록 계속 노력하면서 성장잠재력이 훼손되지 않는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 내에서 안정되도록 통화정책을 운용해 나갈 것이다",neutral
2012-11-09,기자간담회자료(1211),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(2.75%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2012-11-09,기자간담회자료(1211),"세계경제를 보면, 미국은 완만한 경기회복세가 이어졌으나 유로지역에서는 경제활동의 부진이 지속되었다",neutral
2012-11-09,기자간담회자료(1211),신흥시장국은 일부 경제지표가 개선되는 모습을 나타내었다,hawkish
2012-11-09,기자간담회자료(1211),"앞으로 세계경제는 회복세가 매우 완만할 것으로 예상되며 유로지역 재정위기, 미국의 재정긴축 문제 등으로 성장의 하방위험이 큰 것으로 판단된다",dovish
2012-11-09,기자간담회자료(1211),"국내경제를 보면, 수출이 감소세에서 벗어나는 움직임을 보였고 소비 및 투자가 증가로 돌아섰으나 성장세는 여전히 미약하였다",neutral
2012-11-09,기자간담회자료(1211),고용 면에서는 취업자수가 고령층 및 서비스업 중심의 증가세를 이어가는 가운데 제조업에서도 증가폭이 확대되었다,hawkish
2012-11-09,기자간담회자료(1211),"앞으로 국내경제는 유로지역 재정위기의 장기화, 글로벌 경제의 회복 지연 등으로 마이너스의 GDP갭이 상당기간 지속될 것으로 예상된다",dovish
2012-11-09,기자간담회자료(1211),"10월중 소비자물가 상승률과 농산물 및 석유류 제외 근원인플레이션율은 각각 2.1%, 1.5%로 전월과 유사하게 낮은 수준을 지속하였다",dovish
2012-11-09,기자간담회자료(1211),앞으로 물가상승률은 국제곡물가격 불안 등의 영향에도 불구하고 수요압력 완화 등으로 당분간 현 수준에서 크게 달라지지 않을 것으로 전망된다,neutral
2012-11-09,기자간담회자료(1211),주택매매가격은 수도권에서는 하락세를 지속하였고 지방에서는 소폭 상승하였으며 전세가격은 계절요인에 주로 기인하여 오름세가 확대되었다,neutral
2012-11-09,기자간담회자료(1211),금융시장에서는 주가가 경제전망 악화 및 기업실적 부진 우려 등으로 큰 폭 하락하였고 환율은 국제금융시장 불안 완화 및 경상수지 흑자 등으로 하락세를 지속하였다,dovish
2012-11-09,기자간담회자료(1211),장기시장금리는 기준금리 인하가 선반영되었던 데 기인하여 대체로 전월말 수준에서 소폭 등락하였다,neutral
2012-11-09,기자간담회자료(1211),"금융통화위원회는 앞으로 해외 위험요인 및 이에 따른 국내외 금융․경제상황 변화를 면밀하게 점검하는 한편, 인플레이션 기대심리를 낮추도록 계속 노력하면서 성장잠재력이 훼손되지 않는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 내에서 안정되도록 통화정책을 운용해 나갈 것이다",neutral
2012-12-13,기자간담회자료(1212),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(2.75%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2012-12-13,기자간담회자료(1212),"세계경제를 보면, 미국은 완만한 경기회복세가 이어졌으나 유로지역에서는 경제활동의 부진이 지속되었다",neutral
2012-12-13,기자간담회자료(1212),신흥시장국은 경제지표가 점차 개선되는 모습을 나타내었다,hawkish
2012-12-13,기자간담회자료(1212),"앞으로 세계경제는 완만한 회복세를 보일 것으로 예상되나 유로지역 재정위기, 미국의 재정긴축 문제 등으로 성장의 하방위험이 큰 것으로 판단된다",dovish
2012-12-13,기자간담회자료(1212),"국내경제를 보면, 수출은 개선되고 있으나 내수 부진이 이어지면서 성장세가 미약한 수준을 지속하였다",dovish
2012-12-13,기자간담회자료(1212),고용 면에서는 취업자수가 고령층을 중심으로 금융위기 이전 평균 수준을 상회하는 증가세를 보였다,hawkish
2012-12-13,기자간담회자료(1212),"앞으로 국내경제는 유로지역 재정위기의 장기화, 세계경제의 성장세 회복 지연 등으로 마이너스의 GDP갭이 상당기간 지속될 것으로 예상된다",dovish
2012-12-13,기자간담회자료(1212),11월중 소비자물가 상승률은 농산물 및 석유류가격 하락에 주로 기인하여 전월의 2.1%에서 1.6%로 하락하였으며 농산물 및 석유류 제외 근원인플레이션율은 1.3%의 낮은 수준을 지속하였다,dovish
2012-12-13,기자간담회자료(1212),앞으로 물가상승률은 수요압력 완화 등으로 당분간 낮게 유지될 것으로 전망된다,dovish
2012-12-13,기자간담회자료(1212),"주택매매가격은 수도권에서는 하락세를, 지방에서는 상승세를 지속하였다",neutral
2012-12-13,기자간담회자료(1212),"금융시장에서는 주가와 장기시장금리가 국제금융시장 안정, 주요국 경제지표 개선 등으로 상승하였으며 환율은 경상수지 흑자 지속 등으로 하락하였다",hawkish
2012-12-13,기자간담회자료(1212),"금융통화위원회는 앞으로 해외 위험요인 및 이에 따른 국내외 금융․경제상황 변화를 면밀하게 점검하는 한편, 인플레이션 기대심리를 낮추도록 계속 노력하면서 성장잠재력이 훼손되지 않는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 내에서 안정되도록 통화정책을 운용해 나갈 것이다",neutral
2013-01-11,기자간담회자료(1301),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(2.75%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2013-01-11,기자간담회자료(1301),"세계경제를 보면, 미국은 완만한 경기회복세가 이어졌으나 유로지역에서는 경제활동의 부진이 지속되었으며 신흥시장국은 경제지표가 개선되는 모습을 나타내었다",neutral
2013-01-11,기자간담회자료(1301),"앞으로 세계경제는 완만한 회복세를 보일 것으로 예상되나 유로지역의 재정위기, 미국의 재정긴축 등과 관련한 불확실성이 사라지지 않고 성장의 하방위험으로 남아있다",neutral
2013-01-11,기자간담회자료(1301),"국내경제를 보면, 수출 및 내수 관련 지표가 개선과 악화를 반복하는 가운데 성장세가 미약한 수준을 지속하였다",dovish
2013-01-11,기자간담회자료(1301),고용 면에서는 취업자수 증가폭이 기상여건 악화로 인한 건설업의 고용 부진 등에 기인하여 전월보다 다소 축소되었다,dovish
2013-01-11,기자간담회자료(1301),앞으로 국내경제는 유로지역의 경제활동 부진 등에 따른 세계경제의 더딘 회복세 등으로 마이너스의 GDP갭이 상당기간 지속될 것으로 예상된다,dovish
2013-01-11,기자간담회자료(1301),12월중 소비자물가 상승률은 축산물 및 공업제품가격 안정 등으로 전월의 1.6%에서 1.4%로 하락하였으며 농산물 및 석유류 제외 근원인플레이션율은 1.2%의 낮은 수준을 지속하였다,dovish
2013-01-11,기자간담회자료(1301),앞으로 물가상승률은 수요압력 완화 등으로 당분간 낮게 유지될 것으로 전망된다,dovish
2013-01-11,기자간담회자료(1301),"주택매매가격은 수도권에서는 하락세를, 지방에서는 상승세를 이어갔다",neutral
2013-01-11,기자간담회자료(1301),"금융시장에서는 주요 선진국의 추가 양적완화정책, 국제금융시장 안정 등으로 주가는 상승하였고 환율은 하락하였다",dovish
2013-01-11,기자간담회자료(1301),장기시장금리는 경기전망 및 미국 재정긴축 관련 협상 전개 등에 따라 변동하면서 전월말대비 하락하였다,dovish
2013-01-11,기자간담회자료(1301),"금융통화위원회는 앞으로 해외 위험요인 및 이에 따른 국내외 금융․경제상황 변화를 면밀하게 점검하고 인플레이션 기대심리를 낮추도록 계속 노력하는 한편, 저성장 지속으로 성장잠재력이 훼손되지 않도록 하는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다",neutral
2013-02-14,기자간담회자료(1302),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(2.75%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2013-02-14,기자간담회자료(1302),"세계경제를 보면, 미국에서는 완만한 경기회복세가 이어졌으나 유로지역에서는 경제활동이 부진에서 벗어나지 못하였으며 신흥시장국에서는 경제지표의 개선추세가 지속되는 모습을 나타내었다",neutral
2013-02-14,기자간담회자료(1302),"앞으로 세계경제는 완만한 회복세를 보일 것으로 예상되나 유로지역의 재정위기, 미국의 재정긴축 등과 관련한 불확실성이 사라지지 않고 성장의 하방위험으로 남아있다",dovish
2013-02-14,기자간담회자료(1302),"국내경제를 보면, 수출이 대체로 양호한 가운데 투자는 증가하였으나 소비가 감소하여 성장세가 미약한 수준을 지속하였다",dovish
2013-02-14,기자간담회자료(1302),고용 면에서는 취업자수가 고령층 및 서비스업 중심의 증가세를 이어가는 가운데 제조업에서도 증가폭이 확대되었다,hawkish
2013-02-14,기자간담회자료(1302),앞으로 국내경제는 유로지역의 경제활동 부진 등에 따른 세계경제의 더딘 회복세 등으로 마이너스의 GDP갭이 상당기간 지속될 것으로 예상된다,dovish
2013-02-14,기자간담회자료(1302),1월중 소비자물가 상승률과 농산물 및 석유류 제외 근원인플레이션율은 각각 1.5% 및 1.2%로 전월과 유사하게 낮은 수준을 지속하였다,dovish
2013-02-14,기자간담회자료(1302),앞으로 물가상승률은 수요압력 약화 등으로 당분간 낮게 유지될 것으로 전망된다,dovish
2013-02-14,기자간담회자료(1302),"주택매매가격은 수도권에서는 하락세를, 지방에서는 상승세를 이어갔다",neutral
2013-02-14,기자간담회자료(1302),금융시장에서는 외국인 증권투자자금 유출 등으로 주가가 하락하고 환율이 상승하였다,dovish
2013-02-14,기자간담회자료(1302),장기시장금리는 낮은 수준에서 비교적 좁은 폭의 등락을 보였다,neutral
2013-02-14,기자간담회자료(1302),"금융통화위원회는 앞으로 해외 위험요인 및 우리나라의 지정학적 위험과 이에 따른 금융․경제상황 변화를 면밀하게 점검하고 인플레이션 기대심리를 낮추도록 계속 노력하는 한편, 저성장 지속으로 성장잠재력이 훼손되지 않도록 하는 가운데 중기적 시계에서 소비자물가 상승률이 물가안정목표 범위 내에서 유지되도록 통화정책을 운용해 나갈 것이다",neutral
2013-03-14,기자간담회자료(1303),금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준(2.75%)에서 유지하여 통화정책을 운용하기로 하였다,neutral
2013-03-14,기자간담회자료(1303),"세계경제를 보면, 미국에서는 완만한 경기회복세가 지속되었으나 유로지역에서는 경제활동이 부진에서 벗어나지 못하였으며 신흥시장국에서는 성장세가 이어지는 모습을 나타내었다",neutral
2013-03-14,기자간담회자료(1303),"앞으로 세계경제는 완만한 회복세를 지속할 것으로 예상되나 유로지역의 재정위기, 미국의 재정긴축 등과 관련한 불확실성이 사라지지 않고 성장의 하방위험으로 남아있다",dovish
2013-03-14,기자간담회자료(1303),"국내경제를 보면, 수출이 회복 기조를 유지하고 건설투자가 소폭 증가하였으나 소비 및 설비투자는 일시적 요인으로 감소함에 따라 미약한 수준의 성장세를 지속하였다",dovish
2013-03-14,기자간담회자료(1303),고용 면에서는 취업자수 증가규모가 설 연휴 등에 따른 임시․일용직의 감소폭 확대로 전월보다 축소되었다,dovish
2013-03-14,기자간담회자료(1303),앞으로 국내경제가 유로지역의 경제활동 부진 등에 따른 세계경제의 더딘 회복세 등으로 상당기간 마이너스의 GDP갭을 나타낼 것이라는 전망에는 변화가 없다,dovish
